,up_x_R,up_y_R,bottom_x_R,bottom_y_R,left_x_R,left_y_R,right_x_R,right_y_R,med_x_R,med_y_R,up_x_L,up_y_L,bottom_x_L,bottom_y_L,left_x_L,left_y_L,right_x_L,right_y_L,med_x_L,med_y_L,sum_left,sum_right,left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y
373,14.0,11.0,19.0,25.0,11.0,11.0,26.0,21.0,17.0,19.0,31.0,0.0,10.0,24.0,3.0,21.0,32.0,3.0,13.0,18.0,970.6509399414062,1012.1019897460938,62.9230866142,35.0287370079,30.1538267717,35.0287370079
374,0.0,2.0,16.0,22.0,1.0,0.0,16.0,21.0,13.0,20.0,29.0,0.0,31.0,23.0,13.0,21.0,32.0,22.0,30.0,12.0,981.3568115234375,1056.7763671875,63.701517241400005,35.3004137931,29.6744827586,36.0402758621
375,3.0,0.0,16.0,22.0,0.0,3.0,17.0,21.0,13.5,18.5,31.0,0.0,17.0,22.0,14.0,18.0,32.0,17.0,29.0,15.0,1014.5294189453125,1045.8392333984375,64.79828571430001,34.92,30.322285714299998,35.9417142857
376,11.0,9.0,23.0,30.0,3.0,21.0,30.0,19.0,16.0,19.0,17.0,11.0,10.0,30.0,5.0,22.0,30.0,21.0,18.0,20.0,928.87060546875,926.5020141601562,68.8842857143,37.7287714286,29.8122857143,36.1965428571
377,6.0,11.0,26.0,32.0,0.0,19.0,29.0,32.0,15.0,19.0,19.0,11.0,10.0,27.0,5.0,23.0,25.0,12.0,14.0,19.0,1021.7059326171875,904.8470458984375,66.25257931029999,36.3546703448,29.266758620700003,36.9464937931
378,5.0,0.0,13.0,22.0,2.0,4.0,22.0,3.0,10.0,13.0,17.0,20.0,20.0,23.0,16.0,21.0,25.0,22.0,20.0,22.0,1067.419677734375,1027.61181640625,67.0551272727,37.048145454499995,30.0026181818,36.2679272727
379,2.0,21.0,2.0,22.0,2.0,24.0,3.0,19.0,2.0,21.0,29.0,2.0,29.0,2.0,29.0,2.0,29.0,2.0,29.0,2.0,1088.10595703125,1080.7215576171875,65.08575,38.61825,31.23225,37.9476
380,7.0,10.0,16.0,24.0,3.0,11.0,23.0,12.0,14.0,18.0,14.0,13.0,21.0,26.0,10.0,16.0,27.0,25.0,19.0,20.0,988.0392456054688,985.2391967773438,67.6701176471,39.8788235294,30.1298823529,36.7242352941
381,0.0,5.0,27.0,27.0,0.0,5.0,3.0,30.0,1.0,20.5,5.0,21.0,5.0,21.0,5.0,21.0,5.0,21.0,5.0,21.0,1088.01171875,1061.2117919921875,65.2063396226,37.0595018868,32.0169056604,37.599154717
382,1.0,12.0,29.0,26.0,1.0,15.0,30.0,23.0,14.0,20.0,6.0,18.0,19.0,23.0,5.0,18.0,25.0,21.0,18.0,21.0,1058.9334716796875,1029.64306640625,66.5937777778,36.1297777778,29.6497777778,34.9377777778
383,0.0,2.0,19.0,27.0,0.0,3.0,29.0,20.0,18.0,19.0,32.0,0.0,14.0,28.0,1.0,13.0,32.0,4.0,15.0,18.0,891.4745483398438,984.0823974609375,65.2256969697,36.7189333333,30.122666666700002,35.8522181818
384,0.0,3.0,28.0,31.0,0.0,3.0,27.0,32.0,13.0,22.0,20.0,14.0,27.0,24.0,14.0,15.0,24.0,22.0,20.0,22.0,1060.11767578125,1033.87841796875,68.7110649351,38.9965714286,30.2655584416,38.9965714286
385,1.0,13.0,26.0,25.0,1.0,14.0,27.0,21.0,14.0,19.0,16.0,14.0,19.0,23.0,7.0,19.0,26.0,20.0,17.0,19.0,1018.9373168945312,953.9804077148438,67.5659220779,36.2904935065,29.9563636364,36.0124675325
386,13.0,9.0,3.0,32.0,0.0,29.0,30.0,18.0,15.0,18.0,19.0,11.0,9.0,31.0,4.0,17.0,29.0,15.0,15.5,19.0,981.6273803710938,861.568603515625,65.26518518520001,35.1727407407,29.512888888899997,33.3191111111
387,11.0,12.0,23.0,28.0,1.0,13.0,28.0,20.0,15.0,20.0,15.0,11.0,19.0,23.0,6.0,21.0,29.0,19.0,17.0,18.0,979.2587890625,886.37646484375,68.140952381,35.2899809524,28.7535238095,36.6599619048
388,3.0,0.0,16.0,26.0,0.0,4.0,24.0,24.0,15.0,22.0,31.0,1.0,18.0,22.0,13.0,10.0,32.0,2.0,19.0,10.0,1046.0823974609375,1036.12939453125,67.261508982,36.1541748503,31.2948502994,40.0077413174
389,3.0,0.0,15.0,20.0,0.0,19.0,29.0,16.0,13.0,17.0,17.0,15.0,20.0,18.0,6.0,19.0,19.0,19.0,17.0,17.0,1070.61572265625,1042.36083984375,67.3894736842,32.7708631579,29.0021052632,34.2762105263
390,17.0,12.0,16.0,22.0,11.0,19.0,25.0,18.0,19.0,18.0,19.0,13.0,19.0,24.0,12.0,19.0,29.0,21.0,20.0,19.0,990.0431518554688,1034.2431640625,69.0091546392,37.3928907216,31.8561649485,35.6236206186
391,9.0,10.0,16.0,23.0,9.0,10.0,22.0,20.0,15.0,19.0,14.0,9.0,11.0,24.0,8.0,19.0,20.0,19.0,13.0,19.0,1025.074462890625,1029.937255859375,63.137374233100005,36.0119558282,29.9726134969,36.2751607362
392,6.0,10.0,15.0,22.0,5.0,19.0,19.0,13.0,14.0,18.0,17.0,16.0,27.0,26.0,17.0,24.0,28.0,25.0,21.0,24.0,1050.14501953125,1029.9058837890625,67.9181538462,39.4956923077,29.5523076923,36.1955076923
393,16.0,11.0,25.0,32.0,4.0,23.0,30.0,28.0,16.0,23.0,13.0,13.0,25.0,23.0,14.0,13.0,24.0,23.0,18.0,21.0,1060.564697265625,997.2784423828125,66.2178461538,37.7889230769,28.5403076923,36.6886153846
394,0.0,1.0,22.0,29.0,0.0,3.0,28.0,19.0,15.0,17.0,14.0,12.0,6.0,29.0,2.0,19.0,25.0,20.0,16.0,20.0,994.5215454101562,942.5254516601562,66.0059076923,37.3637907692,29.0429538462,35.7136984615
395,15.0,10.0,19.0,28.0,9.0,11.0,29.0,21.0,18.0,19.0,31.0,1.0,21.0,31.0,1.0,17.0,32.0,0.0,16.0,19.0,841.8235473632812,949.5450439453125,67.3157383178,36.3793345794,31.228710280399998,37.181338317800005
396,18.0,9.0,15.0,25.0,6.0,24.0,21.0,24.0,15.0,22.0,15.0,9.0,19.0,26.0,10.0,22.0,28.0,23.0,18.0,23.0,1021.4783935546875,1042.549072265625,66.9010149254,38.950447761199996,29.1204776119,38.523558209
397,10.0,22.0,9.0,27.0,4.0,27.0,19.0,24.0,12.0,24.0,31.0,1.0,20.0,26.0,10.0,22.0,32.0,2.0,20.0,21.0,1011.5333862304688,1049.819580078125,66.2522955665,37.3028571429,27.5761182266,40.0504433498
398,15.0,9.0,19.0,25.0,7.0,17.0,26.0,22.0,16.0,17.0,32.0,1.0,8.0,25.0,4.0,17.0,32.0,1.0,14.0,17.0,967.4784545898438,1007.3450927734375,65.41814634149999,34.0405073171,29.4907317073,35.0869073171
399,3.0,0.0,6.0,24.0,0.0,3.0,16.0,20.0,7.5,20.0,18.0,18.0,17.0,22.0,15.0,21.0,23.0,20.0,18.0,20.0,1061.490234375,1033.8470458984375,65.1214678899,36.5619082569,29.3037798165,37.3492844037
400,0.0,2.0,14.0,24.0,1.0,0.0,20.0,14.0,14.0,20.0,22.0,15.0,21.0,26.0,17.0,22.0,28.0,25.0,21.0,23.0,1046.015625,1025.7176513671875,68.0754871795,39.9655384615,30.3064615385,37.398153846199996
401,7.0,7.0,12.0,23.0,1.0,13.0,21.0,14.0,10.0,13.0,19.0,11.0,19.0,23.0,13.0,13.0,26.0,21.0,19.0,14.0,1045.10986328125,988.8509521484375,68.4404705882,36.5289411765,28.692235294099998,36.1082352941
402,16.0,14.0,21.0,26.0,7.0,21.0,27.0,19.0,19.0,20.0,28.0,1.0,14.0,24.0,7.0,18.0,30.0,5.0,14.0,18.0,988.3961181640625,970.8549194335938,65.1676595745,34.7047489362,30.784680851100003,36.8346553191
403,10.0,6.0,13.0,19.0,7.0,6.0,29.0,11.0,12.0,10.5,18.0,8.0,19.0,19.0,4.0,11.0,24.0,17.0,19.0,14.0,1046.305908203125,1048.5843505859375,68.4128167539,33.3525109948,27.3067225131,33.5771811518
404,10.0,9.0,20.0,23.0,2.0,11.0,23.0,22.0,15.0,17.0,16.0,11.0,18.0,25.0,11.0,13.0,28.0,24.0,19.0,19.0,984.0313720703125,979.498046875,67.8354285714,38.3580952381,30.3801904762,35.9740952381
405,17.0,11.0,28.0,31.0,3.0,16.0,30.0,29.0,16.0,18.0,14.0,13.0,10.0,27.0,7.0,19.0,24.0,14.0,15.0,19.0,1036.278564453125,947.937255859375,65.9565100671,35.8320966443,31.1155973154,35.2561610738
406,10.0,8.0,0.0,32.0,0.0,18.0,29.0,17.0,14.0,19.0,19.0,10.0,8.0,30.0,3.0,18.0,27.0,22.0,15.0,20.0,977.5490112304688,870.435302734375,65.5158675497,34.9217483444,28.011655629099998,32.9330860927
407,9.0,8.0,19.0,25.0,4.0,20.0,25.0,17.0,16.0,17.0,26.0,8.0,19.0,24.0,9.0,14.0,31.0,13.0,18.0,14.0,905.1332397460938,905.4078369140625,67.9879245283,35.406611320799996,28.5251320755,36.4185056604
408,12.0,20.0,10.0,19.0,13.0,20.0,12.0,20.0,12.5,19.5,17.0,16.0,18.0,16.0,17.0,16.0,18.0,16.0,17.5,16.0,1087.2706298828125,1083.7803955078125,66.12043636359999,32.977745454499996,28.2877090909,35.3179636364
409,1.0,1.0,6.0,32.0,0.0,3.0,30.0,17.0,15.0,18.0,14.0,12.0,28.0,30.0,3.0,19.0,31.0,21.0,14.0,18.0,962.9803466796875,851.694091796875,63.4226086957,34.0027826087,31.2453913043,32.604
410,13.0,9.0,24.0,32.0,0.0,28.0,30.0,17.0,15.0,20.0,10.0,10.0,32.0,31.0,1.0,23.0,32.0,23.0,15.0,20.0,916.490234375,924.5137329101562,66.5327116564,37.5837055215,29.4201717791,36.0041226994
411,0.0,3.0,7.0,32.0,0.0,3.0,30.0,21.0,16.0,18.0,17.0,11.0,30.0,31.0,4.0,16.0,29.0,32.0,13.0,20.0,928.3646240234375,810.0117797851562,65.2921690141,35.642028169,30.8484507042,34.4335098592
412,13.0,11.0,20.0,25.0,5.0,22.0,22.0,22.0,15.0,20.0,14.0,12.0,18.0,25.0,8.0,14.0,24.0,23.0,15.0,20.5,1009.325439453125,998.0,64.5426206897,39.1558344828,28.6667586207,38.0462896552
413,30.0,14.0,28.0,26.0,6.0,20.0,30.0,13.0,14.0,19.0,15.0,13.0,19.0,17.0,4.0,13.0,18.0,17.0,6.5,15.0,1067.039306640625,1052.952880859375,65.5135135135,30.2697513514,28.4082162162,34.1349189189
414,17.0,15.0,20.0,27.0,9.0,21.0,26.0,22.0,18.0,21.0,31.0,0.0,11.0,26.0,6.0,19.0,32.0,12.0,16.0,19.0,944.3921508789062,981.4078369140625,66.0189295775,36.3599323944,30.9714929577,37.5684507042
415,1.0,1.0,12.0,25.0,0.0,5.0,22.0,20.0,13.0,18.0,32.0,1.0,18.0,25.0,13.0,10.0,32.0,4.0,18.0,20.0,1016.4783935546875,955.447021484375,64.9981538462,37.3723076923,30.6203076923,36.272
416,19.0,11.0,21.0,24.0,12.0,18.0,22.0,24.0,17.0,19.0,14.0,12.0,13.0,25.0,8.0,15.0,23.0,21.0,15.0,19.0,997.686279296875,1030.7921142578125,64.6489180328,37.3347934426,29.482229508200003,36.983134426199996
417,0.0,21.0,26.0,23.0,0.0,24.0,19.0,13.0,18.0,23.0,30.0,1.0,29.0,1.0,30.0,1.0,29.0,1.0,29.5,1.0,1083.7841796875,1081.01953125,64.4151794872,37.609025641,29.2127179487,37.609025641
418,14.0,15.0,21.0,26.0,9.0,21.0,27.0,20.0,20.0,20.0,29.0,1.0,11.0,25.0,8.0,17.0,31.0,14.0,15.0,18.0,982.5451049804688,986.066650390625,64.94896551720001,35.833224827600006,31.8104275862,37.016739310300004
419,15.0,14.0,17.0,22.0,8.0,20.0,19.0,15.0,15.0,19.0,18.0,14.0,20.0,22.0,14.0,18.0,26.0,20.0,18.0,19.0,1024.705810546875,1039.427490234375,66.976,36.3285333333,30.573575757600004,36.761890909099996
420,9.0,8.0,17.0,20.0,5.0,17.0,20.0,12.0,12.0,15.0,18.0,10.0,17.0,20.0,12.0,11.0,24.0,16.0,18.0,15.0,1035.11376953125,1020.572509765625,67.4904742268,33.1739876289,26.577649484499997,33.3951340206
421,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,28.0,6.0,31.0,31.0,28.0,9.0,32.0,29.0,30.0,17.0,1021.86669921875,1088.2823486328125,62.3373061224,35.9553306122,32.567510204099996,37.4145959184
422,5.0,12.0,25.0,26.0,0.0,17.0,26.0,24.0,13.0,19.0,16.0,13.0,21.0,23.0,9.0,22.0,27.0,21.0,17.0,19.0,1014.5177001953125,937.2470703125,66.7451914894,36.1266382979,28.4868085106,35.8205957447
423,14.0,8.0,28.0,31.0,3.0,12.0,28.0,31.0,17.0,20.0,18.0,12.0,10.0,28.0,5.0,24.0,26.0,15.0,15.0,22.0,982.7999877929688,978.8470458984375,67.5897435897,40.0705641026,28.3528205128,36.4036923077
424,8.0,2.0,26.0,32.0,1.0,17.0,30.0,28.0,16.0,20.0,16.0,12.0,9.0,29.0,5.0,24.0,25.0,14.0,14.0,20.5,1017.8980102539062,890.498046875,66.4293333333,37.1322666667,29.7826666667,37.1322666667
425,8.0,10.0,19.0,24.0,1.0,13.0,22.0,23.0,14.0,18.0,13.0,13.0,17.0,26.0,9.0,16.0,27.0,16.0,18.0,20.0,983.4000244140625,975.4156494140625,65.97104761899999,38.940952381,28.8563809524,36.5577142857
426,16.0,11.0,27.0,32.0,2.0,16.0,30.0,31.0,16.0,19.0,14.0,14.0,10.0,29.0,6.0,25.0,25.0,14.0,14.0,20.0,1028.7685546875,922.0,66.388,36.7222666667,29.741999999999997,36.1264
427,17.0,9.0,20.0,24.0,9.0,19.0,25.0,22.0,17.0,17.0,16.0,9.0,13.0,25.0,5.0,18.0,25.0,17.0,15.0,17.0,963.13330078125,1016.9097900390625,65.8118709677,34.5401806452,30.5202580645,34.5401806452
428,17.0,6.0,15.0,25.0,6.0,24.0,22.0,23.0,17.0,22.0,23.0,6.0,21.0,28.0,10.0,18.0,29.0,26.0,19.0,24.0,1005.86669921875,1037.2862548828125,69.5142335025,41.203248731,28.7887918782,39.2431918782
429,5.0,3.0,24.0,24.0,0.0,8.0,24.0,24.0,9.0,12.0,29.0,7.0,20.0,23.0,10.0,21.0,31.0,12.0,19.0,12.0,988.517578125,915.0784301757812,68.7338901099,35.1698637363,26.0666373626,35.1698637363
430,0.0,2.0,16.0,24.0,1.0,0.0,21.0,24.0,15.0,19.0,32.0,3.0,26.0,22.0,14.0,18.0,32.0,0.0,20.0,17.0,1022.2274169921875,1018.2980346679688,69.2627368421,36.2818736842,31.158315789499998,36.8463789474
431,0.0,1.0,24.0,29.0,0.0,3.0,29.0,21.0,14.0,17.0,18.0,10.0,8.0,28.0,5.0,19.0,29.0,23.0,18.0,20.0,989.7333374023438,968.7607421875,67.969511811,37.6675275591,29.4583937008,35.9786834646
432,3.0,0.0,12.0,32.0,0.0,3.0,31.0,20.0,15.0,17.0,18.0,12.0,11.0,31.0,4.0,19.0,31.0,21.0,14.0,19.0,959.0391845703125,806.0157470703125,64.626835443,35.318156961999996,33.6716962025,33.417356962
433,4.0,12.0,30.0,26.0,2.0,16.0,31.0,22.0,15.5,20.0,9.0,19.0,19.0,23.0,7.0,19.0,29.0,19.0,20.0,21.0,1062.3060302734375,1032.38037109375,66.9164444444,37.0186666667,29.9724444444,35.4293333333
434,3.0,0.0,16.0,23.0,0.0,3.0,23.0,18.0,13.0,17.0,30.0,0.0,19.0,24.0,14.0,13.0,32.0,11.0,20.0,16.0,963.7254638671875,977.2352905273438,66.7751351351,36.0771891892,30.249729729699997,36.6570810811
435,12.0,8.0,27.0,26.0,2.0,20.0,28.0,22.0,17.0,20.0,15.0,8.0,5.0,30.0,1.0,21.0,30.0,21.0,14.0,20.0,918.2509765625,912.4156494140625,65.7735302013,36.6102120805,25.7499060403,36.3222120805
436,14.0,13.0,27.0,32.0,4.0,24.0,29.0,32.0,17.0,23.0,17.0,13.0,17.0,24.0,13.0,14.0,23.0,23.0,18.0,21.0,1057.9176025390625,998.63525390625,66.2608,37.6528,28.7208,38.0104
437,11.0,12.0,29.0,30.0,1.0,14.0,28.0,31.0,12.0,19.0,17.0,17.0,10.0,27.0,7.0,26.0,25.0,11.0,18.0,20.0,1056.99609375,991.537353515625,66.87958441560001,35.267345454499996,28.7127272727,36.1031064935
438,8.0,9.0,25.0,31.0,0.0,17.0,28.0,25.0,15.0,20.0,16.0,11.0,8.0,30.0,4.0,25.0,28.0,15.0,16.0,21.0,948.1686401367188,875.3411865234375,65.6685100671,39.3445369128,29.9635973154,37.904536912800005
439,3.0,0.0,15.0,19.0,1.0,1.0,16.0,19.0,13.0,3.0,17.0,18.0,17.0,18.0,17.0,18.0,17.0,18.0,17.0,18.0,1088.13330078125,1076.7607421875,65.48463157890001,35.4946526316,29.7322105263,36.624
440,1.0,1.0,20.0,31.0,0.0,3.0,28.0,15.0,10.0,16.0,13.0,10.0,5.0,25.0,2.0,20.0,22.0,18.0,16.0,17.0,1038.070556640625,934.313720703125,67.0339622642,34.1132075472,31.146264150900002,33.843320754699995
441,0.0,1.0,23.0,26.0,0.0,3.0,24.0,22.0,17.0,19.0,32.0,1.0,17.0,27.0,10.0,24.0,32.0,0.0,17.0,19.0,929.6195678710938,1001.6549072265625,66.666,36.5478,31.361,36.5478
442,0.0,1.0,21.0,27.0,0.0,3.0,28.0,23.0,19.0,20.0,31.0,0.0,16.0,28.0,4.0,19.0,32.0,6.0,15.0,18.0,885.2000732421875,982.1764526367188,66.0372413793,36.515668965500005,32.010206896599996,36.885517241399995
443,9.0,10.0,22.0,22.0,9.0,19.0,21.0,23.0,15.0,18.0,18.0,7.0,15.0,22.0,9.0,17.0,21.0,17.0,14.0,17.0,1030.7803955078125,1034.090087890625,64.082011976,33.9741700599,30.1704431138,35.7725317365
444,6.0,12.0,25.0,25.0,2.0,16.0,27.0,23.0,14.0,18.0,17.0,14.0,20.0,22.0,8.0,19.0,26.0,21.0,17.0,18.0,1021.8275146484375,974.0863037109375,66.562683871,35.9498322581,30.302554838699997,35.1192774194
445,12.0,7.0,4.0,32.0,0.0,30.0,29.0,19.0,14.5,17.0,17.0,10.0,10.0,31.0,3.0,17.0,29.0,14.0,15.0,18.0,975.6431884765625,852.1961059570312,64.9901656051,33.4954394904,28.9186242038,31.3094522293
446,4.0,4.0,22.0,24.0,0.0,8.0,23.0,24.0,9.0,13.0,30.0,8.0,28.0,24.0,10.0,22.0,32.0,9.0,21.0,13.0,986.7686157226562,926.0195922851562,69.40851336899999,36.196722994699996,25.128898395700002,35.278973262
447,6.0,4.0,22.0,28.0,0.0,10.0,26.0,24.0,11.0,17.0,32.0,9.0,31.0,24.0,11.0,15.0,32.0,20.0,22.0,15.0,968.2313842773438,838.7098388671875,72.62427118640001,37.1329084746,28.5092881356,35.9209762712
448,0.0,1.0,16.0,22.0,0.0,3.0,17.0,18.0,7.0,18.0,30.0,1.0,19.0,21.0,17.0,18.0,32.0,8.0,24.0,17.0,1040.13330078125,1030.8587646484375,69.43470676689999,34.4582255639,29.5246917293,35.4319398496
449,19.0,13.0,25.0,24.0,19.0,13.0,25.0,26.0,25.0,18.0,5.0,19.0,4.0,23.0,4.0,23.0,6.0,20.0,5.0,20.0,1086.556884765625,1078.329345703125,66.61104761899999,36.756571428600004,29.836952381,33.3516190476
450,3.0,0.0,4.0,25.0,0.0,3.0,18.0,2.0,10.5,13.0,17.0,22.0,23.0,23.0,16.0,23.0,23.0,23.0,19.0,23.0,1073.37646484375,1030.87841796875,68.06593939390001,37.8821818182,26.8955151515,38.7490909091
451,4.0,9.0,6.0,26.0,0.0,13.0,23.0,23.0,11.5,18.0,18.0,10.0,26.0,26.0,6.0,25.0,27.0,13.0,18.0,20.0,945.8392333984375,913.2352905273438,65.8914782609,39.8476521739,28.6782608696,38.596173913
452,14.0,10.0,6.0,28.0,4.0,27.0,20.0,24.0,11.0,25.0,31.0,1.0,24.0,26.0,10.0,23.0,32.0,2.0,20.0,22.0,1010.5999755859375,1046.556884765625,67.2018461538,37.9767692308,27.8053846154,40.0393846154
453,0.0,1.0,21.0,24.0,0.0,3.0,23.0,22.0,16.0,21.0,32.0,1.0,17.0,23.0,13.0,21.0,32.0,2.0,20.0,8.0,1044.12548828125,1027.203857421875,67.88740740739999,37.9780740741,31.6053333333,39.0376296296
454,13.0,8.0,27.0,31.0,1.0,11.0,28.0,24.0,16.0,19.0,18.0,12.0,21.0,27.0,6.0,22.0,26.0,26.0,17.0,22.0,1004.8509521484375,932.9293823242188,68.016,40.1451428571,27.7945714286,36.6977142857
455,16.0,12.0,16.0,22.0,6.0,21.0,18.0,12.0,13.5,21.0,32.0,3.0,23.0,23.0,16.0,21.0,32.0,1.0,19.0,22.0,1063.513671875,1059.4588623046875,66.3773164557,37.544506329099995,29.7198987342,37.0013164557
456,11.0,7.0,10.0,25.0,3.0,11.0,22.0,18.0,12.0,18.0,22.0,8.0,18.0,25.0,12.0,10.0,26.0,23.0,18.0,19.0,1014.1842651367188,950.0352783203125,65.8482162162,36.4534054054,29.322162162199998,35.5835675676
457,13.0,9.0,28.0,31.0,0.0,18.0,29.0,29.0,16.0,22.0,20.0,9.0,8.0,28.0,4.0,23.0,25.0,23.0,15.0,21.0,1011.1137084960938,990.7803955078125,67.4633628319,37.5941946903,29.1160353982,38.7331964602
458,16.0,13.0,15.0,22.0,7.0,20.0,19.0,14.0,15.0,19.0,24.0,13.0,23.0,23.0,16.0,14.0,29.0,22.0,21.0,20.0,1013.8627319335938,1042.12158203125,69.45125274729999,37.4123604396,29.8486153846,35.9979956044
459,0.0,3.0,1.0,24.0,0.0,3.0,26.0,24.0,2.0,17.0,5.0,18.0,4.0,22.0,4.0,22.0,6.0,18.0,5.0,18.0,1086.2823486328125,1048.61181640625,66.32896,36.912768,32.00704,35.196608000000005
460,1.0,1.0,29.0,31.0,0.0,3.0,32.0,19.0,15.0,21.0,13.0,13.0,32.0,31.0,3.0,23.0,32.0,28.0,16.0,23.0,935.6823120117188,923.38818359375,66.99044571430001,40.0599771429,32.4227657143,38.0988342857
461,14.0,11.0,21.0,25.0,6.0,22.0,22.0,25.0,15.0,20.0,13.0,12.0,15.0,25.0,8.0,14.0,23.0,22.0,15.0,20.0,1005.9764404296875,987.803955078125,64.39972881359999,39.1403389831,29.1311186441,38.0501694915
462,26.0,2.0,15.0,18.0,14.0,18.0,26.0,1.0,14.5,10.5,17.0,20.0,17.0,20.0,17.0,20.0,17.0,20.0,17.0,20.0,1088.14111328125,1080.298095703125,65.4835862069,34.6007172414,28.867862069,35.710262069
463,0.0,2.0,22.0,30.0,1.0,0.0,28.0,19.0,14.0,18.0,17.0,10.0,14.0,27.0,3.0,21.0,26.0,23.0,17.0,19.0,995.0745239257812,955.929443359375,66.88027118640001,37.3549016949,26.885694915300004,35.9005830508
464,18.0,11.0,14.0,25.0,7.0,23.0,23.0,24.0,16.0,20.0,15.0,13.0,23.0,26.0,9.0,15.0,25.0,26.0,17.0,22.0,986.1411743164062,992.1294555664062,65.84273170729999,39.8946341463,30.6130731707,37.8013658537
465,18.0,13.0,23.0,22.0,11.0,18.0,26.0,18.0,18.0,18.0,32.0,11.0,12.0,23.0,7.0,19.0,31.0,0.0,16.0,18.0,1025.1568603515625,1038.572509765625,65.4976,35.41472,30.60288,35.128704
466,13.0,7.0,24.0,32.0,3.0,13.0,29.0,29.0,18.0,21.0,19.0,11.0,22.0,27.0,8.0,21.0,27.0,26.0,18.0,22.0,1016.7882080078125,919.1058349609375,69.8147368421,39.888000000000005,30.2989473684,37.2538947368
467,0.0,3.0,6.0,32.0,0.0,3.0,30.0,17.0,15.0,18.0,18.0,10.0,28.0,31.0,3.0,18.0,29.0,30.0,14.0,18.0,971.8274536132812,854.054931640625,64.1593846154,34.5569230769,30.8818461538,34.006769230799996
468,0.0,2.0,6.0,26.0,0.0,3.0,24.0,22.0,12.0,18.0,19.0,12.0,18.0,28.0,11.0,22.0,29.0,14.0,21.0,21.0,978.670654296875,940.0391845703125,66.91014193550001,41.2329290323,29.3233548387,38.4489290323
469,14.0,13.0,14.0,29.0,7.0,22.0,27.0,24.0,16.0,22.0,32.0,1.0,17.0,26.0,10.0,20.0,32.0,13.0,17.0,19.0,1003.4509887695312,988.196044921875,65.1864303797,37.5037974684,30.701164557,39.4049620253
470,5.0,8.0,28.0,25.0,2.0,11.0,29.0,23.0,12.0,20.0,1.0,19.0,11.0,24.0,2.0,21.0,24.0,21.0,16.5,21.0,1058.9686279296875,1012.98828125,65.46276923079999,36.1430769231,28.7483076923,35.7304615385
471,0.0,12.0,23.0,27.0,0.0,16.0,27.0,22.0,14.0,19.0,15.0,14.0,20.0,24.0,6.0,19.0,27.0,22.0,17.0,19.0,1000.552978515625,920.37255859375,68.3151780822,37.4238246575,30.113753424699997,36.2484164384
472,0.0,3.0,7.0,26.0,0.0,3.0,25.0,21.0,12.0,17.5,19.0,10.0,27.0,27.0,7.0,24.0,28.0,25.0,19.0,20.0,924.7803344726562,890.9764404296875,66.6335206612,39.7103603306,28.8285619835,37.5705123967
473,1.0,7.0,18.0,20.0,0.0,9.0,25.0,14.0,11.0,14.0,32.0,9.0,24.0,21.0,9.0,14.0,32.0,18.0,22.0,15.0,907.8941650390625,900.309814453125,72.9361568627,33.9039372549,25.8265098039,32.2214901961
474,0.0,2.0,24.0,32.0,0.0,3.0,30.0,24.0,16.0,20.0,7.0,13.0,6.0,31.0,1.0,24.0,31.0,23.0,13.0,22.0,949.2980346679688,906.7921752929688,64.2,38.6853333333,31.5456,36.5402666667
475,0.0,1.0,13.0,23.0,0.0,3.0,20.0,16.0,13.0,16.0,29.0,0.0,17.0,22.0,13.0,16.0,32.0,17.0,27.0,14.0,971.7058715820312,1015.5842895507812,66.1298028169,34.349881690100005,30.477971830999998,35.8607323944
476,16.0,10.0,22.0,22.0,13.0,11.0,23.0,19.0,17.5,17.0,15.0,9.0,17.0,22.0,8.0,12.0,22.0,18.0,14.0,17.0,1002.7607421875,1034.7882080078125,63.620352000000004,34.199270399999996,29.640959999999996,35.2290048
477,12.0,10.0,22.0,27.0,7.0,11.0,26.0,23.0,17.0,20.0,32.0,1.0,15.0,24.0,9.0,19.0,32.0,11.0,16.0,18.0,999.7489624023438,981.1764526367188,64.8430769231,35.4169230769,29.3655384615,37.6171076923
478,9.0,8.0,27.0,31.0,1.0,13.0,28.0,31.0,15.0,21.0,21.0,10.0,10.0,28.0,5.0,20.0,26.0,25.0,15.0,22.0,995.0902099609375,954.4979858398438,67.5191794872,38.9341538462,28.283076923099998,37.8338461538
479,18.0,12.0,18.0,23.0,14.0,19.0,23.0,13.0,18.0,19.0,18.0,12.0,13.0,25.0,9.0,14.0,23.0,21.0,15.5,20.0,989.7176513671875,1040.2431640625,64.99353599999999,37.5159552,32.043264,37.172736
480,7.0,3.0,22.0,24.0,0.0,10.0,24.0,22.0,10.0,15.0,13.0,7.0,28.0,23.0,11.0,11.0,32.0,9.0,21.0,11.0,985.5216064453125,914.2862548828125,70.03699999999999,35.243,28.0275,34.57265
481,15.0,20.0,8.0,21.0,9.0,21.0,12.0,19.0,10.0,20.0,17.0,19.0,17.0,19.0,17.0,19.0,17.0,19.0,17.0,19.0,1088.196044921875,1081.564697265625,65.24706976739999,35.3921860465,30.575441860500003,36.639627907
